sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
4.651684781008863,2.9547398849965596,1.728683749870965,0.279593972345093,0
5.083189064794234,4.063743702584357,1.6624422295895696,0.3102227328076312,0
5.592236449149368,3.486566278730197,1.5068405616230167,0.3605528554128879,0
4.784936185888665,3.5268920341651118,1.4396587562808028,0.34415251097800115,0
5.1085305742062905,2.7517881806016486,1.0633791481046888,0.49934901857185254,0
4.839024965109461,3.746880397773697,1.4250616945892736,0.33967232122431135,0
5.003208880950103,3.918953888223248,1.7511505583920057,0.2709267810224918,0
5.324806834659442,3.745709642372367,1.3243087534007465,0.3511580644089061,0
4.820776493915463,4.086256038492301,1.4352239500569455,0.19107891758895684,0
5.40925321362088,3.2211309463744575,1.4048873437678053,0.33698288193312953,0
4.576613825270082,3.201247672364282,1.5899531258682729,0.23949393792182386,0
5.214711705882599,3.890465828961271,1.3320633345338337,0.32716428665563446,0
4.728243898704883,3.5510857383092733,1.3297142307246828,0.2798383263924896,0
4.732310245803538,3.089453864145527,1.5739995925121284,0.10230721102346638,0
5.0247413741453775,3.5926536408920424,1.5246797123248945,0.42773092112337435,0
5.411284965885084,3.2509958759788886,1.4030097545335711,0.21985187908117707,0
4.632477891233956,2.92553671636397,1.2844623531914707,0.3478126948352871,0
5.132755523611661,2.919994612913407,1.6462916640690193,0.3404800104598277,0
4.701833849100749,2.9460534611097255,1.2312517239045049,0.31404376571908266,0
5.011031693350506,3.885172483742783,1.4302473515018852,0.20906619473874863,0
4.911059107775969,4.16932321976476,1.5016497760589975,0.22332200594329848,0
5.215766506165831,3.490510800619513,1.5718061897743507,0.33091231336667987,0
4.634281948487252,3.7103219992051177,1.7652991627424723,0.19405897612328926,0
4.632002380877226,3.0701022236974906,1.238719701047453,0.423067899780128,0
4.6924256632321155,2.967740754374441,1.380038810350163,0.25436618853370413,0
4.8485520060769325,2.9438290220504557,1.1659120187138505,0.24666715264418118,0
5.022058973716387,3.1569462836264592,1.2543145485643505,0.20303701029280605,0
5.137572129357881,3.0694310326081933,1.3034348120216612,0.2147590674778399,0
4.684127808161286,2.807877517338055,1.2735586912545371,0.21749030480873235,0
5.257432654936949,3.57281086245166,1.5434907883166984,0.41138954437879455,0
4.4269202580391935,3.411938688863339,1.212340379616847,0.403616745086474,0
4.780057735741235,3.3338324186906405,1.6726792290758035,0.11701054436532587,0
5.283751586739395,3.2723722145660843,1.4832627769731563,0.2111341188509301,0
5.157619899247765,3.8320321304602913,1.5545354965573903,0.21671728412936073,0
4.995218432293657,3.6458750827667488,1.4814594979264109,0.30110894678425393,0
5.292503408701957,3.2559128579882346,1.7836454999289928,0.29311949095298906,0
5.67751364793695,3.1193801177792837,1.2589687067156552,0.1458782262192656,0
4.956205296321317,2.8931095767219928,1.534857265006874,0.3090514646455637,0
5.3566920068907615,3.8373448331417848,1.6138276538925247,0.3000351288764163,0
5.362151753697784,4.027238846255454,1.1599100086699383,0.14914571477889063,0
5.209812193821711,2.997624818317169,1.3022869401755297,0.11449811305649571,0
5.200518034791411,3.542752654395765,1.1969951730042425,0.18450708718569853,0
4.5286620873778975,3.105861802426759,1.153063893437113,0.43636117416520137,0
5.288280662150805,3.7528516409627386,1.3838871051585746,0.2789587647315947,0
4.965584589129664,2.99314610267769,1.6425912934871783,0.3703691523104128,0
5.076483357529937,3.0265643036491414,1.3548437559623088,0.26984978898451223,0
4.583726416463856,3.1566014820414074,1.5871890455213573,0.3488892790785142,0
4.570085594394552,3.5032597034115645,1.5173573356192307,0.11523479749450946,0
5.320140895966364,3.6015576600596018,1.3767466987415955,0.3682920570932358,0
5.25333417819651,3.936413517789716,1.400765847876349,0.4343692947258839,0
5.345949015076949,3.108387967812381,1.496884005885389,0.4528364306414063,0
5.692265310691955,3.6691117300346985,1.5647440343342178,0.34592528388374466,0
5.298386470975493,3.760098346450979,1.1655043872148065,0.17772123465397605,0
4.785763482281279,2.5313740572524472,1.3258698301761973,0.16653234805549122,0
4.990277591534172,3.240009404791399,1.2645828549498004,0.33569292961823993,0
5.23438002714597,3.469142666211964,1.2654748369056237,0.1461078881712909,0
5.625279587552863,3.564839433858724,1.3340628611814358,0.22106783334306362,0
4.87183974492627,3.79004226767874,1.3667525445745097,0.2508419747991804,0
4.728002844484916,3.9343697935560673,1.5005949746920288,0.2937624754605055,0
4.898611871373597,3.466976954610085,1.2093132396289543,0.23256952366410646,0
5.186850800592613,3.156295002456339,1.7466647186878592,0.1449501139256377,0
4.579623915615049,3.590545723774702,1.2940412979105071,0.3022645580303182,0
5.680123642896671,2.9930990442040364,1.5117544501685234,0.22242372710894281,0
4.981379770366167,2.4078713666225386,1.6385651844256857,0.2732366893642978,0
5.225112661972595,3.8832641014272067,1.3442637106827589,0.4043769897320654,0
4.54855277613681,3.2846196497722975,1.5265197002851225,0.1866693564536638,0
4.825172125288574,3.3905331417198923,1.7715540056046442,0.24605307427393922,0
4.7334282970298425,3.69967265565886,1.380269095507416,0.19736940058117544,0
4.571902757834262,3.58692110180733,1.4429054713209692,0.23341246227877416,0
4.751681966290699,2.976992111837473,1.8061415739690254,0.2996771770721075,0
4.626679851392965,3.2970705754360696,1.410395724503228,0.37449529243366403,0
5.002295944366427,3.693418648219576,1.6267525445124462,0.21484344579014208,0
5.03469881370379,3.269063760411434,1.6924171111170925,0.1732695177373063,0
4.935158503370575,3.9381524005988,1.5674320186210644,0.2155994763694024,0
4.912619930386542,2.9455639243134732,1.128578773306973,0.5542276279014082,0
5.612208641904687,3.520007288389188,1.381618298074792,0.29305294676671434,0
4.460490109210236,3.209602664859143,1.5816205362685778,0.22452072183881636,0
5.72841524821149,4.06452275310118,1.4564955955811334,0.38544758023647113,0
5.052474073338506,3.990061453395081,1.6075493916334738,0.20527289765295603,0
5.679914059645668,2.955116692505542,1.1581855418203648,0.29190883953218255,0
5.41026622445129,4.164774376861271,1.5391749966866561,0.351475763039239,0
4.8299269855925875,3.3936752457873482,1.4919522919549264,0.1265063065177736,0
5.3008282614137325,3.256051679159871,1.4463845117945338,0.3101938493988845,0
